Merchant Name,Aug 20,Sep 20,Okt 20,Nov 20,Dez 20,Jan 21,Feb 21,Mär 21,Apr 21,Mai 21,Jun 21,Jul 21,Aug 21,Sep 21,Okt 21,Nov 21,Dez 21,Jan 22,Feb 22,Mär 22,Apr 22,Mai 22,Jun 22,Jul 22,Aug 22,Sep 22
Merchant 642,816,889,861,880,861,861,834,876,896,904,912,1005,1020,1029,1055,1059,1020,1029,0,0,0,954,1896,1841,962,885
Merchant 643,26,22,52,39,17,80,24,22,72,18,22,90,24,30,96,44,27,124,42,38,138,56,45,133,56,33
Merchant 644,62,119,90,181,668,188,641,225,1439,123,133,130,109,120,236,201,294,781,735,752,100,173,123,181,112,103
Merchant 645,3356,109,8148,205,192,8226,208,190,8398,170,204,8557,198,188,8777,277,244,9200,209,247,9335,236,247,9401,181,286
Merchant 646,3,3,0,7,5,129,2,11,13,5,0,2,6,5,5,6,3,80,20,107,0,3,15,13,9,16
Merchant 647,3,3,1059,2,3,1099,2,3,1132,9,42,1151,3,3,1188,3,9,1209,3,5,1235,5,13,1229,13,73
Merchant 648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 649,39,79,33,0,1613,103,1198,1826,894,153,2824,1493,5,11,28,42,3062,22,3,2255,795,854,1624,1083,15,3
Merchant 650,22,17,33,101,34,31,26,20,39,20,24,6,17,16,22,103,38,0,22,18,18,35,20,13,20,22
Merchant 651,27,30,34,42,46,46,52,51,55,52,51,61,62,55,56,59,65,56,61,65,65,76,80,72,68,0
Merchant 652,33,33,38,37,38,35,44,34,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 653,55,3186,131,141,3352,77,59,3417,46,16,3395,11,3,3556,161,130,3826,243,122,4103,115,18,4188,34,7,4587
Merchant 654,2,5,0,0,3,2,5,211,0,0,0,0,0,0,0,0,0,0,0,289,0,3,2,3,3,2
Merchant 655,2,11,1959,17,20,2136,13,11,2201,22,9,2474,11,11,2567,20,17,2728,22,11,2810,22,16,2867,7,20
Merchant 656,0,0,0,115,0,0,0,0,113,0,0,0,0,0,0,123,0,0,0,0,130,0,0,0,0,0
Merchant 657,2696,3297,3057,3541,4028,4317,3243,4380,4055,4537,4375,4890,4485,5454,4781,5628,6021,6148,4430,5842,5138,5903,5230,5973,5391,6398
Merchant 658,0,0,2,9,22,13,15,17,22,20,20,22,17,16,20,18,22,15,13,13,20,18,18,22,18,22
Merchant 659,5,5,5,2,3,22,540,5,5,17,651,17,6,6,7,11,5,35,710,13,11,6,793,6,5,3
Merchant 660,175,745,179,460,456,889,175,486,488,477,799,194,498,499,497,505,517,617,537,537,548,872,584,235,579,566
Merchant 661,0,6,39,7,5,9,7,38,17,6,7,9,2,6,39,5,9,6,2,34,2,15,3,3,0,2
Merchant 662,16,6,16,11,15,11,11,15,11,11,11,16,3,7,7,16,11,11,9,7,9,11,33,68,68,0
Merchant 663,3,18,9,13,76,137,7,3,18,9,15,11,11,6,9,9,72,148,2,5,13,5,13,24,6,3
Merchant 664,2403,2803,2713,2567,3838,3044,3096,3744,3711,3859,4500,3700,3723,4112,4445,3680,5550,4639,5409,6018,4836,5075,6084,4637,7864,2835
Merchant 665,30,35,33,26,28,1047,24,51,42,52,38,31,34,31,17,30,22,1131,26,41,63,85,51,28,35,22
Merchant 666,2,2,22,158,2,16,2,38,5,27,11,6,3,221,9,2,6,7,3,0,2,68,11,38,2,2
Merchant 667,13,5,5,5,3,7,431,5,13,5,306,123,15,6,26,6,6,481,16,9,37,11,9,491,7,11
Merchant 668,33,35,31,46,48,46,48,53,52,53,52,52,50,52,45,52,52,53,51,61,50,53,51,55,50,53
Merchant 669,115,18,109,6,6,11,11,20,16,2,119,6,127,27,136,5,22,3,15,26,6,153,9,144,3,30
Merchant 670,42,45,53,68,53,41,68,52,37,634,87,101,85,51,52,107,56,151,68,70,91,725,113,94,107,48
Merchant 671,80,111,116,0,62,33,31,135,6,9,53,0,250,87,0,187,18,0,0,0,0,0,0,0,0,0
Merchant 672,0,101,0,0,0,292,0,262,523,102,0,96,0,98,0,0,0,310,0,583,0,102,0,102,0,107
Merchant 673,31,2949,198,2951,45,595,3139,3264,208,30,3359,3444,66,113,3508,45,3866,227,3611,3752,153,30,3848,146,3889,122
Merchant 674,113,103,107,140,138,90,98,109,123,126,118,120,133,115,141,137,127,102,107,111,140,127,123,133,119,138
Merchant 675,22,621,226,27,26,904,79,663,328,17,691,316,214,728,362,22,31,1046,102,732,395,31,927,406,28,756
Merchant 676,220,3989,296,246,4346,771,680,4960,497,384,4990,421,362,5528,476,470,5907,884,765,6402,641,506,6502,456,654,6692
Merchant 677,3,65,7,0,292,63,6,107,28,18,420,31,38,126,34,22,355,83,27,198,33,26,26,5,26,9
Merchant 678,9,0,13,9,68,0,633,61,7,68,63,27,53,27,50,65,50,393,643,94,109,92,81,119,107,46
Merchant 679,15,1426,15,22,61,521,1076,24,27,1720,24,18,16,1915,48,17,153,30,1886,22,15,2079,18,27,22,2192
Merchant 680,0,0,0,0,0,0,61,5,0,0,0,6,0,2,0,9,33,13,6,0,0,0,0,0,0,0
Merchant 681,9,13,993,7,9,1085,16,17,1101,17,6,1113,11,11,1139,9,9,1321,13,15,1326,22,9,1343,13,20
Merchant 682,2290,41,209,2358,38,2623,2633,38,250,2737,74,289,50,77,3075,37,56,3142,2866,50,371,2938,50,364,65,72
Merchant 683,13,772,390,11,13,1168,3,0,1286,16,9,1312,17,11,1337,15,15,1393,5,17,1438,22,17,1511,18,11
Merchant 684,6,0,16,16,30,235,33,5,31,3,247,42,11,0,27,3,9,371,22,9,26,7,296,41,34,16
Merchant 685,833,731,770,1116,1111,939,889,883,781,634,537,556,497,612,562,737,689,657,632,564,477,416,455,467,392,179
Merchant 686,1355,46,866,1560,183,785,1301,491,39,761,1711,1012,176,1728,920,1909,504,575,1824,366,646,1573,1388,360,2249,573
Merchant 687,26,3,11,13,6,2,2,6,3,103,11,24,22,22,2,22,11,11,11,0,11,123,17,13,28,11
Merchant 688,11,0,0,102,0,116,0,73,63,30,41,33,0,41,91,22,24,164,52,122,24,0,65,81,0,0
Merchant 689,15,579,28,7,11,37,892,611,38,22,791,41,22,680,35,11,16,1008,91,737,45,24,909,53,37,763
Merchant 690,5,0,129,0,2,6,244,13,133,0,129,127,11,7,135,2,0,141,123,18,153,15,137,153,11,0
Merchant 691,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,28,0,2,3,3,6,0,22
Merchant 692,74,190,115,601,30,31,44,185,345,22,519,3,113,244,2,731,70,27,22,212,347,497,38,13,92,253
Merchant 693,3,2,343,0,0,368,0,5,412,2,2,432,3,0,447,3,0,445,0,7,447,0,3,460,2,7
Merchant 694,2,2,288,3,2,286,2,2,279,2,2,275,2,2,264,0,0,0,0,261,272,2,3,293,2,2
Merchant 695,0,0,35,18,88,26,15,101,7,2,16,2,11,2,9,0,87,18,141,13,9,6,0,16,18,20
Merchant 696,0,0,96,7,207,0,17,0,17,16,2,3,2,6,142,6,107,220,57,9,2,2,0,66,11,0
Merchant 697,34,11,31,28,30,246,464,22,39,22,323,24,59,6,63,5,88,289,606,50,18,68,307,101,13,107
Merchant 698,55,81,33,90,46,96,72,79,72,56,91,92,87,119,65,100,116,90,92,136,77,138,127,72,140,74
Merchant 699,0,0,0,109,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0
Merchant 700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 701,45,61,3388,51,74,3500,38,87,3713,33,135,48,3885,57,3966,59,85,4095,51,70,4339,62,72,4428,61,107
Merchant 702,2,2,0,124,5,0,7,9,11,5,13,2,0,16,48,0,0,70,3,5,7,5,2,0,0,0
Merchant 703,4533,4545,5798,48968,7520,4572,2846,3787,10688,7867,8618,6991,4938,5015,5296,55566,7689,5462,3665,3539,11154,10992,7539,6548,5206,5315
Merchant 704,5,22,0,11,2,9,5,28,11,112,0,0,0,7,20,16,6,2,20,28,11,141,2,0,0,0
Merchant 705,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Merchant 706,516,543,517,543,515,513,532,502,530,545,569,595,619,629,606,600,583,591,604,573,583,606,597,593,591,590
Merchant 707,1309,1255,1264,1416,1156,27925,1383,1628,1526,1667,1453,1203,1358,1316,1538,1408,1253,34438,1770,1798,1998,2162,1634,1819,1596,1885
Merchant 708,1302,1507,1800,1415,1488,1893,1550,1569,0,3637,1706,2147,1739,1763,2180,1835,1867,2289,9,3744,6,4352,2000,2414,2014,2035
Merchant 709,3,5,162,0,3,177,3,9,175,90,3,172,5,3,170,3,11,192,0,9,204,9,2,209,101,3
Merchant 710,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2
Merchant 712,74,6,192,6,11,308,0,275,233,7,61,216,56,0,288,5,0,390,105,103,351,2,27,334,22,7
Merchant 713,5378,6383,135104,5842,8215,4556,13091,8106,7420,8718,7729,5405,6363,5668,154417,8942,8621,8258,12922,10052,7871,13314,6906,7077,7921,6662
Merchant 714,62,2116,172,68,8163,362,878,2290,76,101,9792,277,185,2323,7,48,10553,262,179,2562,0,233,8378,11,236,13163
Merchant 715,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,425,3,0,5,6
Merchant 716,0,0,2,0,0,7,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Merchant 717,5,0,17,96,5,11,2,5,2,0,123,6,6,11,0,59,0,65,6,31,9,5,150,0,0,0
Merchant 718,39,44,45,46,35,192,85,107,72,85,109,56,41,68,44,51,38,148,68,96,76,101,70,50,50,52
Merchant 719,22,26,1676,24,24,1798,41,34,1816,38,35,1936,38,30,1977,42,27,2172,45,28,2175,38,30,2257,28,35
Merchant 720,7,3,370,118,5,391,6,7,397,5,131,451,5,2,460,3,127,475,3,3,479,141,0,510,38,2
Merchant 721,0,0,11,11,13,6,7,9,11,6,2,6,5,0,5,5,5,0,0,0,0,0,0,0,0,0
Merchant 722,41803,38499,38792,45503,39411,40657,44753,41134,41872,49169,44123,44289,49116,45281,45701,58331,50949,50171,56065,51648,51674,59708,54479,53870,59329,54677
Merchant 723,11,536,11,529,5,537,0,541,3,548,0,565,9,571,7,576,7,599,2,587,0,589,7,584,5,573
Merchant 724,0,11,183,2,3,16,2,9,204,5,3,0,15,2,223,2,0,11,61,41,251,102,126,7,38,44
Merchant 725,3,20,216,13,41,7,37,24,13,283,42,187,27,0,262,16,33,11,11,51,159,226,53,258,16,35
Merchant 726,547,3422,784,544,576,3790,606,3478,1153,614,3321,1510,615,3670,1179,650,634,4319,611,2963,2051,576,2748,2330,590,3012
Merchant 727,6,37,3,6,0,0,0,0,0,0,103,0,0,7,53,27,0,59,7,3,0,127,15,0,0,0
Merchant 728,17,13,11,17,22,11,31,27,27,22,17,15,24,17,11,20,33,11,31,30,28,24,20,13,33,16
Merchant 729,0,6,3,197,0,7,225,16,236,6,0,247,2,2,2,257,0,0,277,31,285,6,2,3,294,2
Merchant 730,216,974,255,360,396,331,294,4566,288,687,1089,187,708,306,325,401,331,221,463,5639,340,310,1589,362,51,1151
Merchant 731,30,253,327,37,52,53,1382,50,27,243,105,41,35,353,45,405,18,73,38,1603,55,312,91,0,111,460
Merchant 732,11,24,15,22,9,76,13,16,107,9,18,11,22,24,9,18,3,17,7,22,83,11,17,15,11,13
Merchant 733,57,39,65,105,141,112,113,66,74,76,80,85,85,118,112,131,179,177,122,127,88,91,140,107,88,11
Merchant 734,0,0,338,0,0,349,0,94,367,0,2,371,0,0,384,0,0,414,112,26,401,0,7,417,15,6
Merchant 735,316,271,282,271,264,255,235,288,290,299,277,281,308,303,296,288,277,250,273,261,271,327,275,297,296,281
Merchant 736,0,0,2,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
Merchant 737,11,3,146,17,90,33,30,20,30,147,9,5,2,11,0,0,235,0,0,28,0,0,0,0,2,0
Merchant 738,144,0,146,0,0,586,1114,0,124,0,126,0,131,0,138,0,0,582,1116,0,144,0,138,2,140,0
Merchant 739,2948,2641,3718,3005,2720,3970,3119,2813,4055,3223,2920,4267,3410,3061,4330,3495,3189,4542,3583,3262,4616,3668,3308,4731,3717,3365
Merchant 740,13,9,2543,20,13,2612,27,34,2687,17,27,2742,30,35,2798,17,22,2864,22,26,2955,33,33,2999,27,41
Merchant 741,119,3602,357,148,98,4541,166,3825,408,109,4073,377,172,4182,434,133,713,4552,165,4365,480,119,4500,476,87,4619
Merchant 742,73,59,68,63,159,91,347,1066,412,161,115,177,52,52,126,131,200,87,1808,136,157,146,187,201,39,153
Merchant 743,77,90,120,91,98,91,111,124,122,136,141,166,148,133,192,168,138,112,136,179,141,137,194,127,107,111
Merchant 744,28,1837,689,17,46,2708,44,1992,761,16,2079,787,38,2077,845,42,18,3020,20,50,3150,517,2482,2555,33,57
Merchant 745,3,2,16,11,5,235,6,7,0,0,0,5,0,9,9,7,9,270,20,6,7,11,0,0,2,0
Merchant 746,0,26,6,0,2,0,0,0,0,0,0,33,0,9,0,0,9,7,0,0,0,0,0,0,0,0
Merchant 747,442,579,595,685,608,584,736,898,870,898,891,889,854,911,948,1107,846,930,997,1094,965,996,1057,959,915,1157
Merchant 748,804,359,1236,371,1121,1358,379,906,1787,340,1783,1000,1144,1009,1051,425,1615,1652,1190,579,1790,1390,1229,1185,1256,497
Merchant 749,0,0,155,27,85,50,27,52,0,92,59,0,0,153,77,100,34,87,65,63,0,0,0,0,24,57
Merchant 750,116,2646,251,2711,88,2911,87,2896,306,2940,127,3343,16,3236,397,3197,261,3508,105,3436,440,3362,187,3738,186,3291
Merchant 751,5,11,6,212,73,3,159,13,3,11,17,7,9,11,229,57,51,6,172,11,6,7,7,15,3,28
Merchant 752,17,11,44,176,22,0,0,27,190,164,9,16,16,11,13,181,30,3,33,16,26,401,17,15,18,13
Merchant 753,0,0,285,3,0,320,0,0,288,0,13,329,0,0,311,0,3,335,2,0,324,2,16,351,3,0
Merchant 754,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,0,0,2,0,0,3,7,9,6,5,5
Merchant 755,0,0,172,0,0,0,0,0,192,0,2,0,0,0,218,0,0,0,0,0,232,0,0,0,2,0
Merchant 756,18,7,7,0,0,0,50,141,0,0,0,0,161,3,3,5,30,15,22,136,6,38,9,150,5,0
Merchant 757,22,870,22,34,16,933,17,946,41,31,22,1031,31,1044,27,55,26,1164,38,1174,44,24,24,1249,50,1216
Merchant 758,0,0,15,0,0,28,0,0,15,0,0,15,0,0,16,0,0,2,0,30,0,15,0,20,0,0
Merchant 759,2,11,6,292,0,30,24,2,307,3,5,2,3,2,6,355,0,30,30,5,0,393,3,5,9,0
Merchant 760,172,173,170,172,172,168,166,162,181,177,179,194,170,196,187,196,181,168,166,185,185,196,194,187,194,204
Merchant 761,164,170,170,187,207,188,166,194,201,197,209,192,200,211,216,204,198,177,170,185,207,200,203,203,203,205
Merchant 762,1471,1482,1484,1503,1464,1445,1469,1515,1490,1484,1543,1532,1526,1687,1609,1643,1783,1933,1946,1952,1992,1971,1998,2025,2060,2066
Merchant 763,150,164,235,155,226,188,218,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 764,0,0,37,0,0,45,0,0,51,0,0,44,0,0,0,0,0,48,0,0,45,0,0,0,42,0
Merchant 765,0,0,0,76,5,66,0,0,0,0,0,22,0,11,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 766,364,374,459,430,405,551,739,834,990,793,845,1012,669,623,628,0,1209,839,1105,1433,1326,1308,1085,1065,891,813
Merchant 767,5,50,2,0,17,17,6,22,3,6,16,0,63,5,0,0,18,11,11,13,3,2,3,15,59,0
Merchant 768,340,286,247,321,79,277,205,13140,353,488,340,419,338,247,382,360,79,6,926,16644,362,787,669,569,543,373
Merchant 769,96,98,100,96,100,96,96,107,98,107,101,102,98,100,105,102,118,116,107,198,0,0,0,0,0,0
Merchant 770,16,15,2,51,11,11,17,24,16,15,13,18,18,20,17,15,22,11,35,27,11,27,22,7,11,27
Merchant 771,9,6,9,17,27,50,7,126,15,18,79,6,5,3,2,13,37,77,15,52,35,22,22,103,15,24
Merchant 772,5,24,6,7,16,7,7,85,11,9,11,204,9,18,38,22,18,11,11,38,20,15,11,222,11,7
Merchant 773,20224,22874,21454,7612,36769,19620,21688,24615,22865,24249,24667,24138,22800,24111,23521,9594,44772,23891,27212,31343,27659,31956,27726,28221,28677,27094
Merchant 774,4924,4481,4680,4247,4496,73825,4278,5515,5848,5250,5725,6145,4888,4856,4442,4816,5189,81333,5051,7125,6097,7720,6967,7723,6506,6483
Merchant 775,26,26,22,22,22,18,17,16,20,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 776,0,0,2,0,13,0,0,5,0,0,0,190,0,0,7,0,17,6,0,7,0,0,3,240,6,0
Merchant 777,6213,6822,6653,1996,12673,6546,3136,12584,7720,8263,7799,7954,7526,7540,7442,3036,14946,2450,9494,16269,9141,10440,9214,9335,10132,9696
Merchant 778,2,3,9,5,2,3,5,5,74,11,11,0,9,11,5,2,6,17,5,5,94,9,5,2,16,0
Merchant 779,3,566,17,9,0,632,3,639,0,0,5,674,5,0,702,2,9,780,6,780,16,3,420,438,5,854
Merchant 780,704,9,15,654,16,3,800,11,24,759,5,5,872,6,3,855,0,6,924,15,5,889,15,13,990,11
Merchant 781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,9,11,0
Merchant 782,18,15,6,0,0,0,0,0,5,11,0,2,35,3,0,0,0,0,0,0,0,18,0,41,0,0
Merchant 783,85,79,22,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 784,3460,3626,3595,3705,3672,3819,3722,3921,3796,3831,3781,3879,3759,3837,3798,3858,3753,3914,3779,3993,3815,3872,3850,4064,3943,4180
Merchant 785,53,37,57,55,310,68,98,48,68,53,57,331,11,112,74,5,0,505,155,70,85,74,98,456,16,100
Merchant 786,2,9,20,22,264,22,11,414,15,11,27,35,2,22,13,9,297,17,0,479,35,0,42,42,17,34
Merchant 787,2,0,0,5,5,0,90,45,0,0,0,0,0,0,0,0,0,5,85,22,0,0,0,0,0,0
Merchant 788,0,15,0,0,0,3,0,0,0,0,0,61,0,2,0,0,13,0,3,0,0,3,0,66,11,0
Merchant 789,102,100,90,98,105,87,87,85,101,85,96,98,107,94,100,100,85,91,80,85,88,81,85,81,96,88
Merchant 790,95895,98305,98005,81446,140272,100563,110228,120722,117036,117476,131058,121495,115809,121824,178766,49290,228924,129766,143444,150093,149616,170386,147678,157189,148015,148127
Merchant 791,7,13,5,3,22,0,5,105,0,0,18,7,0,22,3,6,22,0,0,118,5,2,26,13,6,20
Merchant 792,51617,63190,62682,62247,62485,61608,61519,59458,60163,61057,60944,61395,62127,63820,63417,63390,62911,62044,62336,62831,63214,63852,64090,63703,63992,65462
Merchant 793,161,18,203,41,6,447,85,877,390,170,22,220,187,18,201,24,46,508,0,1053,0,198,0,196,0,198
Merchant 794,44,215,312,146,124,1024,525,158,861,107,293,176,6,281,225,515,151,91,1128,776,822,290,170,196,22,377
Merchant 795,22,0,0,80,205,96,0,100,0,0,138,710,3,11,2,90,215,57,74,102,0,0,181,105,452,0
Merchant 796,209,455,221,221,491,220,222,510,222,227,488,231,223,515,225,222,523,257,272,580,273,296,663,317,347,661
Merchant 797,1422,9,7,0,1576,80,3,6,1890,17,5,2,1694,9,5,11,1876,120,2,2,1939,1952,7,11,2056,5
Merchant 798,181,68,55,77,79,76,192,173,55,66,68,17,34,283,70,100,133,85,251,126,136,72,74,39,268,111
Merchant 799,30,179,9,2,2,250,9,197,11,7,3,233,56,226,16,11,15,262,51,250,16,5,6,300,57,277
Merchant 800,9364,12490,28005,13205,10048,32196,10089,13477,28899,12776,235,29930,24066,13891,29722,13977,11084,34263,10666,17637,30986,14558,11255,34900,11013,14282
Merchant 801,7,11,1602,11,6,1630,18,51,1695,3,16,1739,11,27,1816,7,7,1865,3,68,1925,15,33,2005,16,17
Merchant 802,911,185,410,397,428,555,527,7871,885,870,1039,651,208,1135,413,521,481,1604,861,10806,516,724,815,838,397,362
Merchant 803,937,935,1663,922,944,1833,1043,970,1717,985,1020,1985,1027,1022,1768,1008,5,3011,1065,1027,1855,1040,1050,2210,1079,1066
Merchant 804,96,88,85,87,103,94,91,98,101,107,113,107,127,103,107,107,98,105,102,2,201,98,101,119,116,111
Merchant 805,38041,42403,42134,35980,35155,36272,33301,40408,39663,36127,51910,46344,51602,36887,49240,53716,49190,43621,44444,58081,55043,65336,78777,86497,108279,97883
Merchant 806,83,85,81,83,79,80,83,80,96,96,107,112,107,101,98,102,105,105,102,101,102,107,107,102,100,103
Merchant 807,0,0,201,0,72,212,0,0,223,0,0,225,0,142,81,0,122,181,0,0,232,0,129,124,0,105
Merchant 808,7,9,6,7,9,7,7,7,7,11,11,9,7,11,7,17,16,20,13,18,15,26,11,13,15,11
Merchant 809,2,2,2,2,6,580,0,6,6,2,521,126,2,2,0,0,0,717,0,5,2,3,5,691,5,0
Merchant 810,0,0,173,0,0,196,3,0,200,0,3,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 811,18,6,7,3,28,7,18,3,7,46,5,5,18,3,6,26,5,5,17,2,5,22,0,3,22,0
Merchant 812,14316,14426,13883,55729,14946,16509,18156,19950,19230,30117,20014,19766,20252,20348,19485,73366,21595,22427,24000,25192,24434,38223,23701,23680,24354,23645
Merchant 813,0,0,96,0,0,96,0,0,96,0,0,102,0,0,98,0,0,92,3,5,107,5,5,107,5,5
Merchant 814,20,15,50,7,16,147,24,15,48,13,116,85,24,11,51,18,18,162,27,18,83,11,162,115,16,11
Merchant 815,8319,8518,8416,8630,8602,8842,8879,8917,8869,9328,9338,9584,9544,9754,9810,9073,9148,9115,9204,9041,8871,8753,8838,8766,8885,8804
Merchant 816,1922,1694,1635,2123,807,26086,3428,2617,1797,2109,1794,1493,1936,1750,1539,2210,865,29040,3750,2046,1998,2378,1833,1851,1938,1763
Merchant 817,0,3,1253,16,1310,0,5,9,1375,11,1399,15,11,6,1471,11,1518,9,7,6,1567,16,1598,22,11,9
Merchant 818,165,170,115,190,73,351,216,249,271,277,13,286,229,340,308,227,88,556,258,73,604,5,308,610,0,602
Merchant 819,11,0,22,722,417,0,0,379,11,0,1138,442,0,0,56,390,22,5,364,0,0,0,0,0,0,0
Merchant 820,7,6,151,22,7,17,13,2,16,166,5,18,11,15,166,24,11,22,15,7,6,185,7,28,0,0
Merchant 821,35,479,198,223,1773,1241,637,954,31,499,212,11,459,185,198,293,2258,1656,157,1790,5,765,208,3,0,0
Merchant 822,0,0,11,9,16,7,11,31,9,0,109,153,0,17,0,0,16,0,27,26,13,15,331,2,2,0
Merchant 823,68,30,24,57,17,20,0,519,73,96,113,0,91,55,51,56,48,26,0,643,87,70,41,0,135,3
Merchant 824,53,59,63,66,62,59,61,61,66,63,66,68,72,62,74,73,68,66,68,72,72,76,85,77,74,81
Merchant 825,38,2,11,3,5,6,0,0,6,0,0,9,85,0,9,5,9,11,0,2,11,0,3,9,119,0
Merchant 826,401,307,328,340,308,317,277,255,261,296,342,277,264,266,249,214,201,201,162,138,79,0,0,0,0,0
Merchant 827,3,3,1496,4092,30,17,15,9,5,7,7,5,5,6,1706,5157,16,17,6,2,2024,2,3,0,0,2
Merchant 828,58514,59344,60282,61621,63340,65851,69448,72464,76025,79766,83627,87244,91747,96398,101129,106442,112330,118786,126313,133549,140312,146031,150122,153935,157678,162293
Merchant 829,5,3,137,38,41,204,55,22,11,41,62,18,0,3,172,16,166,115,15,52,9,30,33,13,11,7
Merchant 830,1816,1914,1837,1832,2017,1972,1975,2028,1913,1894,2042,1940,1950,2055,1939,1946,2119,1864,1904,1971,1829,1833,1971,1898,1818,1926
Merchant 831,24,1411,18,1700,272,1839,15,1530,22,1857,305,1987,17,1745,27,2085,311,2187,30,1903,35,2210,329,2283,15,1981
Merchant 832,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0
Merchant 833,63,34,5496,42,31,5859,44,262,5838,38,39,6114,59,56,6326,56,42,6705,66,305,6715,0,39,6743,50,59
Merchant 834,813,831,1907,842,16,2753,904,907,2070,919,933,2087,940,946,2125,926,922,1244,1841,918,2210,942,942,2264,930,940
Merchant 835,6,7,316,0,3,381,73,5,323,7,6,452,7,3,345,0,5,484,30,2,390,2,2,565,5,0
Merchant 836,1830,1836,1490,4170,1778,1989,2230,1932,2094,1711,1575,1808,1886,1839,1441,4144,1819,2066,2434,2257,2391,2064,1650,1789,1933,1933
Merchant 837,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0
Merchant 838,11,346,0,360,7,364,3,370,9,388,7,385,6,419,5,432,2,440,17,431,3,441,3,444,5,459
Merchant 839,392,68,44,15,506,138,15,872,118,375,863,335,555,96,79,30,573,158,11,646,874,906,76,475,510,57
Merchant 840,33,27,16,0,11,2,11,22,105,28,33,6,11,22,9,22,7,9,2,5,126,9,38,18,22,24
Merchant 841,28,100,130,92,334,9,5,244,112,7,147,218,7,260,126,5,392,3,13,172,260,9,247,133,72,292
Merchant 842,3,0,353,2,3,362,0,5,385,2,0,396,3,0,412,5,6,425,0,0,447,2,2,456,3,5
Merchant 843,41,34,2408,38,26,3026,41,519,2737,98,50,3217,42,45,2864,77,38,3565,48,680,2957,141,50,3184,715,85
Merchant 844,0,0,11,0,0,13,0,0,11,0,0,13,0,0,11,0,0,13,0,0,17,0,0,17,0,0
Merchant 845,66,53,53,50,53,52,57,55,55,63,62,59,74,56,65,66,73,77,65,65,74,74,87,76,101,79
Merchant 846,0,431,11,35,2,499,0,26,13,543,5,20,2,532,13,48,0,595,0,41,20,606,6,22,3,561
Merchant 847,0,44,5,5,5,9,13,5,5,2,2,6,3,46,6,31,31,20,18,24,9,88,24,13,20,11
Merchant 848,42,35,63,792,56,41,46,57,81,53,80,50,68,42,51,883,55,39,37,51,76,48,81,39,33,33
Merchant 849,329,231,204,170,1082,504,293,208,221,235,1011,410,381,325,194,275,495,1347,323,347,266,318,1072,523,529,409
Merchant 850,247,17,102,1549,61,92,3,179,94,48,120,112,138,26,122,1685,166,170,30,144,123,55,135,55,250,37
Merchant 851,1369,1376,2343,1785,1441,3014,1490,1468,1518,3096,1541,3299,1626,1635,3473,1641,1691,3868,18,0,1704,3731,70,1773,3819,1791
Merchant 852,8400,4271,717,8104,4507,4624,4622,4652,4789,4761,4805,4788,4894,4862,4924,4894,4909,5012,4977,4969,5072,5015,5012,5130,5083,5090
Merchant 853,5,517,5,5,555,53,2,595,18,11,691,52,5,722,13,0,757,2,38,820,6,2,844,81,5,846
Merchant 854,7,7,5,816,11,22,827,5,13,889,9,27,895,7,6,972,9,1015,9,6,6,1082,18,1094,11,13
Merchant 855,0,0,0,31,0,0,0,0,0,0,0,2,0,2,0,0,51,0,0,3,0,3,0,0,2,0
Merchant 856,0,0,88,0,3,100,0,0,119,0,0,124,0,0,140,0,0,144,0,0,147,0,0,151,2,0
Merchant 857,103,101,112,176,175,142,115,179,124,146,103,102,81,91,107,157,181,137,181,120,119,131,153,81,197,183
Merchant 858,25286,22738,23569,7643,42371,23685,28275,30532,28441,34161,29714,29735,32100,29186,29689,12793,11509,0,0,0,0,0,0,0,0,0
